job_ID,job,location,company_id,company_name,work_type,full_time_remote,no_of_employ,no_of_application,posted_day_ago,alumni,Hiring_person,linkedin_followers,hiring_person_link,job_details
3472408664,Data Analyst And Programmer,"Dehradun, Uttarakhand, India",,Palladium: Make It Possible,On-Site,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · Business Consulting And Services",52,1 Day,4 Company Alumni,Vikash Pandey,"123,125 Followers",Https://Www.Linkedin.Com/In/Pandeyvikash,About The Job Qualifications & Experiencesb.Tech. (Cse Or It) Or B.C.A. And Having A Minimum Experience Of 5 Years In Developing Software/ Misexperience Of Working In Large Scale It Transformation Projects With Central/ State Governmentexperience Of Working In One Assignment With The Government Using Mis Portal Design And Maintenanceexperience Of Working On Reporting Tools And Design Dashboards For Support In Decision Makingshould Be Proficient In Ms- Office
3466114249,Senior Developer,"Mumbai, Maharashtra, India",,Vhr Solutions Private Limited,On-Site,Full-Time,51-200 Employees,6,1 Day,Unknown,Lalitha Shivalingam,"4,109 Followers",Https://Www.Linkedin.Com/In/Lalitha-Shivalingam-646180219,"About The Job Senior Developer Experience : 2-3 Years Location : Mumbai Uipath Studio, Bots And Orchestrators, Hands-On Experience In Reframe Work & State Machine, Experience In Using Try Catch, Selectors, Anchor Activities, Ability To Drive Requirement Gathering Workshops And Produce Solution Designs, Work With Business And Technology Teams To Analyze And Assess Automation Feasibility, Analyzing, Understanding And Documenting The Business Processes In Detail Where Required. Can Help The Ba Create The To-Be Process Flows And Facilitate Uat"
3470375090,Cognos Tm1 Developer,"Mumbai, Maharashtra, India",,Wehirect Recruitments,Remote,Full-Time,11-50 Employees,4,22 Hours,Unknown,Shahed Shaikh,"1,627 Followers",Https://Www.Linkedin.Com/In/Shahed-Shaikh-754468240,About The Job 𝐃𝐞𝐬𝐢𝐠𝐧𝐚𝐭𝐢𝐨𝐧: Cognos Tm1 Developer 𝐐𝐮𝐚𝐥𝐢𝐟𝐢𝐜𝐚𝐭𝐢𝐨𝐧: Be It/Comp/Bcs/Mcs/Mca (Comp Sci.) 𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧: Mumbai Ghatkopar 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞: 2+ Years Of Experience In Cognos Tm1 Development Working Hours: Day Shift Ctc Range: As Per Company Standards 𝐉𝐨𝐢𝐧𝐢𝐧𝐠: Immediate Or 30 Days Working Hours: 9 Hrs (Including 1 Hrs. Lunch Break) (9Am To 6 Pm) Or As Per Project Requirement 𝐉𝐨𝐛 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐢𝐛𝐢𝐥𝐢𝐭𝐢𝐞𝐬 & 𝐒𝐤𝐢𝐥𝐬:· Strong In Cognos Planning & Tm1 With Technically Hands On Experience· Cognos Tm1 9X/10X: Development Experience Of Tm1· Good Knowledge Of Ti & Feeders· Strong In Writing Rules· Tm1 Administration (Troubleshooting Technical Issues) Mandatory Skills:· Cognos Tm1· Ti & Feeders (Knowledge)· Good Communication Candidates Should Be Ready To Work From Home Or From Office As Per Project Requirement. Interested Candidate Can Share Your Cv On Info@Wehirectrecruitments.Com Or Call On +91-9970820671 𝐖𝐞𝐇𝐢𝐫𝐞𝐜𝐭 𝐑𝐞𝐜𝐫𝐮𝐢𝐭𝐦𝐞𝐧𝐭 𝐂𝐨𝐧𝐬𝐮𝐥𝐭𝐚𝐧𝐜𝐲 𝐏𝐯𝐭. 𝐋𝐭𝐝. Please Share This Job Information With Friends And Other Whatsapp Groups.
3467382147,Bo Developer,"Bengaluru, Karnataka, India",,Tata Consultancy Services,Hybrid,Full-Time · Mid-Senior Level,"10,001+ Employees · It Services And It Consulting",11,8 Hours,"10,073 Company Alumni",Arunkrishna A,"11,918,347 Followers",Https://Www.Linkedin.Com/In/Arunkrishna-A-B72B711B5,"About The Job Role- Bo Developerdesired Experience Range- 4-10 Yearslocation - Hyderabad, Bangalore, Koch, Noida ,Bhubaneswar Desired Competencies Develop Sap Business Objects Reports And Dashboard Solutions For A Wide Variety Of Business Intelligence Projects And Write Functional And Technical Specs.Solid Technical Background And Experience In Reporting, Business Intelligence, Mis Applicationsunderstand And Implement Solution In Support Of Physical Data Models Necessary To Support Business Intelligence Reporting Initiatives.Design, Develop, Test, And Support Oracle Functions Method To Apply:Share Updated Cv With Below Required Details At A.Arunkrishna@Tcs.Com Ep Number If Already Registered In Ibegin Portal/ Registered Email Id If Don’T Remember Ep Number:Full Name:Email Id:Contact Number:Total Experience:Current Payroll Company:Current Location:Preferred Job Locations:Notice Period( Please Specify Lwd If Serving Notice), Immediate Joiners Are Preferred:Ctc:Expected Ctc:Offers In Hand(With Salary Details):Please Specify If Any Gap In Between Education And Employment:Highest Fulltime Education:University/Institute Name Of Highest Education: Note:Ex-Tcs(Fulltime Employee) Plz Don'T Applycandidates With Less Than 3 Years Of Experience Will Not Be Considered"
3467379755,Bo Developer,"Hyderabad, Telangana, India",,Tata Consultancy Services,Hybrid,Full-Time · Mid-Senior Level,"10,001+ Employees · It Services And It Consulting",7,8 Hours,"10,073 Company Alumni",Arunkrishna A,"11,918,348 Followers",Https://Www.Linkedin.Com/In/Arunkrishna-A-B72B711B5,"About The Job Role- Bo Developerdesired Experience Range- 4-10 Yearslocation - Hyderabad, Bangalore, Koch, Noida ,Bhubaneswar Desired Competencies Develop Sap Business Objects Reports And Dashboard Solutions For A Wide Variety Of Business Intelligence Projects And Write Functional And Technical Specs.Solid Technical Background And Experience In Reporting, Business Intelligence, Mis Applicationsunderstand And Implement Solution In Support Of Physical Data Models Necessary To Support Business Intelligence Reporting Initiatives.Design, Develop, Test, And Support Oracle Functions Method To Apply:Share Updated Cv With Below Required Details At A.Arunkrishna@Tcs.Com Ep Number If Already Registered In Ibegin Portal/ Registered Email Id If Don’T Remember Ep Number:Full Name:Email Id:Contact Number:Total Experience:Current Payroll Company:Current Location:Preferred Job Locations:Notice Period( Please Specify Lwd If Serving Notice), Immediate Joiners Are Preferred:Ctc:Expected Ctc:Offers In Hand(With Salary Details):Please Specify If Any Gap In Between Education And Employment:Highest Fulltime Education:University/Institute Name Of Highest Education: Note:Ex-Tcs(Fulltime Employee) Plz Don'T Applycandidates With Less Than 3 Years Of Experience Will Not Be Considered"
3466179285,Aem Developer,"Bengaluru, Karnataka, India",,Tata Consultancy Services,Hybrid,Full-Time · Mid-Senior Level,"10,001+ Employees · It Services And It Consulting",Day,1 Day,"10,073 Company Alumni",Madhuri Mahajan,"11,918,350 Followers",Https://Www.Linkedin.Com/In/Madhuri-Mahajan-B03127216,"About The Job Dear Candidate, Greetings From Tata Consultancy Services!!!Hope You And Your Family Are Safe And Well. Job Descriptiondesired Candidate Profilelocation-Bangloreexp-6+Yrjd-Job Description:· Designing And Developing Web Applications Using The Adobe Platform, Including Guidance Of Site Structure, Components, Templates, Workflows, Dialogs, Object Model Designs (Java Apis), And Unit Testing Using Aem Architecture (Crx, Osgi, Jcr)· Setup And Configure Aem Authoring, Publish, And Dispatcher Environment With Adobe Recommended Best Practices.· Integrate Aem With Other Marketing Products Like Target, Campaign, And Other Internal Endpoints.· Work Closely With Managed Service Team Or Vendor To Ensure Sound Practices Regarding Site Architecture, Performance And Reliability, And Content Delivery Are In Place.· Assist In Deploying Applications To Dev, Qa, Production Environments.· Work In An Agile, Rapid Development And Prototyping Environment.· Work With Front-End Technologies And Frameworks· Follow Best Practices For Secure Web Programming And Deployment. Adhere To Internal Best Practices With Respect To Coding Standards, Unit Test Coverage, Automation, And Continuous Integration.· Resolving User-Identified Functional And Technical Issues Relating To Adobe Aem· Key Contributor For Aem Governance Process To Review Ux Design, Coordinate Aem Componentization Process, Ensure Design Standards, Guidelines And Best Practices Are Followed At Program Levelrequired Skills & Experience· Adobe Aem Developer With Strong Java/Jee Background In Both Front-End Web Design And Aem Integration.· 6+ Years Of Aem 6.X Experience With 3+ Full Cycle Aem Projects And At Least Two Years In Web Experience.· Sound Understanding Of All Aem Building Blocks Including Templates, Components, Dialogs, Widgets, Social Components Etc., Code Build And Deployment Process· 2+ Years Of Ui Development Experience With Java Script And Css· 4+ Years Of Strong Web Content Management Experience With Adobe Aem · 15 Years Of Regular/Full Time Education.Minimum Percent Of 50% In All Academics. If Interested Kindly Share You Cv To Mahajanmadhuri.Kailas@Tcs.Com Only Jd Matches To Your Profile. Kindly Share Your Below Details.Total Experience:Relevant Experience:Current Location:Preferred Location:Current Organization:Current Ctc:Expecting Ctc:If Holding Any Offers:Qualification & Passed Out Year:Notice Period:.Gaps If Any More Than 2 Years: Looking Forward To Tcs!!!!"
3461045201,Developer,India,,Tata Consultancy Services,Remote,Full-Time · Mid-Senior Level,"10,001+ Employees · It Services And It Consulting",200,5 Days,"10,073 Company Alumni",Amey Pathak,"11,918,352 Followers",Https://Www.Linkedin.Com/In/Amey-Pathak-74B17031,"About The Job Dear Candidate, Greetings From Tata Consultancy Services Limited !!! Thank You For Exploring Career Opportunities With Asia'S Largest It Company Exciting # Job Opportunities For # Experienced Professionals Required Technical Skill Set - Good Technical Knowledge In Jython/Python, Oracle, Etq Desired Experience Range - 6-10 Years Location Of Requirement - India (Hyderbad) Must-Have Skillset - Functional• Good Understanding On Quality Management Process. • Knowledge On End To End Functionality Of Etq Reliance Product• Good Understanding Of Supply Chain Management Process.• Experience In Understanding Business And Cpg Specific Kpi’S Technical• Experience In Etqscript Development • Experience In Oracle, Writing Or Analysing Sql Queries And Procedures/Functions.• Experience In Working With Jython/Python Script , Java Script & Jsp.• Experience In Preparating Fds And Tds,Kt Documents For The Cip Requirements.• Knowledge In Code Versioning Tool (Github)• Knowledge On Etq Api Implementation Using Webservice Profile. General • As Per The Client Requirements Implement The Change Request And Able To Handle The Issues During Cr Implementation.• Exposure To Database Sql And Pl/Sql Queries By Creating Data Base Table And Mapping Them To Java Objects.• Good At Analysis And Enhancement Of Applications• Ability To Work With Cross Functional Teams Successfully. Good-To-Have Skillset - • Ability To Work Creatively And Analytically In A Problem-Solving Environment• Excellent Communication (Written And Verbal) And Interpersonal Skills Responsibility Of / Expectations From The Role -• Should Be Able To Handle Medium To Complicated User Stories Independently• Guide The Team Members On Etq Front Functionally And Technically.• Provide Solutions And Resolve Complex Issues With On Time.• Should Be Able To Analyse New Patch Deployments.• Should Be Able To Handle Vendor Upgrade Related Activities.• Should Be Able To Contribute Application Performance Related Issues.• Should Be Able To Handle Global Deployments Issues And Provide Direction & Assistance On Technical Issues Faced.• Should Be Able To Coordinate With Service Team On Els Support• Should Be Able To Work In Dev Ops Operation Model & Agile Wow"
3469592269,Aem Developer,India,,Client By Conviction Hr,Remote,Full-Time,Unknown,6,1 Day,Unknown,Jesma Dias,Unknown,Https://Www.Linkedin.Com/In/Jd0167,About The Job Hiring For One Of The Leading Client Role - Aem Developerlocation - Pan Indiayears Of Exp - 3 + Yrs Skills 2+ Years In Aem Developmentcq5Jsp Java Interested Candidates Can Send Their Resumes On Jesma.Convictionhr@Gmail.Com Or Whatsapp On 7208651973
3467359580,Marklogic Developer,India,,Signiteq,Remote,Full-Time,51-200 Employees,8,11 Hours,2 Company Alumni,Recruiter It,"2,663 Followers",Https://Www.Linkedin.Com/In/Recruiter-It-0172B0174,"About The Job Marklogic Developer Experience : 4+ Yrs To 10 Yrs Location : Bangalore, Pune, Chennai, Hyderabad Joining Period : Immediate Upto 20 Days Only Interview Rounds : Client Technical Round & Final Hr/ Management Round No Of Positions : 2 Positions Client/Project Details : Permanent With Signiteq – Deployed To Client Project Job Description : • Mandatory Experience In Marklogic Or Any Other Graph Database (Cosmos Db, Neo4J, Stardog Etc.) • Hands-On Experience In Sparql, Rdf, Triple Store, Mlcp, Tde, Dhf Etc. • Experience In Troubleshooting Performance Issues And Optimizing Sparql Query • Should Be Able To Write Complex Sparql Queries (Sub Queries, Union Etc.) • Should Be Able To Apply Semantic Technologies To Structured And Unstructured Data Sources • Experience In Creating Restful Services And Deploying Application • Experience In Scripting Languages, Like Python, Node.Js, Xquery Good To Have: • Experience With Relevant Ontology Development Tools, Such As Protege • Experience With W3C Standard Semantic Model (Rdf, Owl,Turtle) And Good Understanding Of Ontology Design • Experience With Taxonomies, Data Modelling, And Ontology Creation • Domain Knowledge Of Information Governance Signiteq Is A New Age Boutique Technology Services Company Focused On Building Technology Solutions And Augmenting Technology Resources For Clients Across India, Usa & Europe, We Employ Some Of The Best Minds In Open Source And Emerging Technologies, Wonderful Workplaces To Shape Your Career - 2021 By The Ceostory India, Top 20 Most Promising Blockchain Companies - 2020 By Cioreviewindia, Winner Of Innovative Startup Solution Challenge For Combating Covid 19, Govt Of India Winner Of Startup India - Whatsapp Challenge By Facebook Corporationan Aws Consulting Partner For Startup Sectorstartup Karnataka Certified By Dept Of It & Bt, Govt Of Karnataka , Startup India Certified, By Ministry Of Commerce And Industry, Govt Of India.Brit Qualis : Iso 9001 – 2015 Quality Certified Brit Qualis : Iso 27001 – 2013 Isms Certified We Offer · 5 Days Working· Medical Coverage· World Class Client Brands· Prime Office Location· Great Employee Engagements· Emerging Technology Practices· Learning Experience From Leaders For More Information Please Visit : Www.Signiteq.Com"
3474300793,Senior Data Engineer - Wfh,"Pune, Maharashtra, India",,Uplers,Remote,Full-Time · Mid-Senior Level,"1,001-5,000 Employees · It Services And It Consulting",23,12 Hours,3 Company Alumni,Bhavika Rathore,Unknown,Https://Www.Linkedin.Com/In/Bhavika-Rathore-51825B222,"About The Job Profile: Data Engineerexperience: 3+ Yearslocation: Permanent Remote What Is Uplers Talent Network? Uplers Talent Network Is A Place Where Top Talents Meet The Right Opportunities. It Is A Platform For Every Candidate Looking For A Perfect Opportunity To Work With Global Companies On A Contractual Basis. Our Talent Network Is A Place For Top Indian Talents Who Can Benefit From The Platform And Gain Access To Global Career Exposure. With Us, You'Ll Get The Support, Guidance, And Opportunities That You Need To Take Your Career To The Next Level. So, If You'Re Ready To Embark On The Journey Of Your Next Challenge, We'Re Ready To Be Your Engine! Contractual Positiona Contractual Position Usually Requires You To Sign And Agree To The Terms Of A Contract Before You Begin Working. This Structure Can Offer A Variety Of Commitments That Allow You To Refine Established Skills And Create New Ones. Uplers Talent Network Brings Contractual Positions With Benefits Like:✔ Higher Pay Than Industry Standards✔ Full-Time Position✔ Ability To Gain Different Skills In A Short Period✔ Control Over Your Career Perks Of Joining Uplers Talent Network:Talent Success Coach: Get Connected With A Dedicated Coach To Guide You Before, During As Well As After Your Assignments With Our Clients.Payout: Get Paid In Global Currencies And Earn More Than Industry Standards.Opportunity: Work With International Companies And Get Global Exposure With Exciting Projects.Mobility: Work From The Comfort Of Your Living Room Couch Or Even A Breezy Beach. How To Become A Part Of Our Talent Network?Take The First Step, Register On Our Portalclear The Decks And Fill Out The Application Formgear Up, Clear The 3-Stage Assessment Processand Yes! Become A Part Of Uplers Certified Talent Network Requirement:3+ Years Of Experience In A Data Engineer Role,Experience With Big Data Tools: Hadoop, Spark, Kafka, Etc.Experience With Relational Sql And Nosql Databases, Including Postgres And Cassandra.Experience With Data Pipeline And Workflow Management Tools: Azkaban, Luigi, Airflow, Etc.Experience With Aws Cloud Services: Ec2, Emr, Rds, Redshiftexperience With Stream-Processing Systems: Storm, Spark-Streaming, Etc.Experience With Object-Oriented/Object Function Scripting Languages: Python, R, Java, C++, Scala, Golang, Etc.Hands-On Experience With Etl Toolsbi Tools Knowledgeexperience In Warehouse: Sql/Nosql, Amazon Redshift, Panoply, Oracle, Talend, Informatica, Apache Hive, Etcbachelor'S Degree In Data Engineering, Big Data Analytics, Computer Engineering, Or Related Field.Knowledge Of Multiple Data Technologies And Concepts Uplift With Uplersuplers Believes In Connecting People. Being A People-First Organization, Uplers Constantly Strives For Individuals Who Won'T Just Keep Up, But Break New Ground. Helping You Find What’S Next Is What We’Re All About. It Doesn'T Surprise Us That We Are Growing And Becoming One Of The Most Popular Companies In The Industry. All Set To Enter The #Worldofawesomeness? Hit The Apply Button!"
3474322675,Sql Developer/Ssis Developer/Data Engineer,"Hyderabad, Telangana, India",,Pronix Inc,Hybrid,Full-Time · Mid-Senior Level,51-200 Employees · It Services And It Consulting,108,12 Hours,1 Company Alumni,Bhagya Sree,"32,665 Followers",Https://Www.Linkedin.Com/In/Bhagya-Sree-544399176,"About The Job Job Description:Job Description : Experience : 8+ Years Timings : 8 Pm To 1 Am Required Skills : Senior Sql/Ssis/Azure/Data Engineer-The Senior Sql Developer Will Be Responsible For Designing, Developing, Documenting, And Supporting The Synchrony-Allegro Finance Account System Of Record. -This Position Is Responsible For Leading A Small Team To Refactor Key Processing Functions Of The Legacy System Into Stored Procedures With A Goal Of Optimizing Current Processing For Performance And Resiliency. -Develop The Technical Approach, Database Design, And Execution For The Refactor Of The Legacy System Of Record -Optimize Query Performance By Modifying Existing Queries, Removing Unnecessary Columns, Eliminating Redundant And Inconsistent Data, Normalizing Table Objectsrequirements For The Sr. Sql/Ssis Developer:-B.S. In Computer Science, Mathematics, Or Engineering Or Equivalent Work Experience -9+ Years Of Experience In The Full Life Cycle Of Designing And Developing Databases And Applications Using Ms-Sql Server -5+ Years’ Experience Developing Database Solutions In The Consumer Finance Industry -Expertise Creating, Deploying, And Supporting Ssis Packages, T-Sql Queries, And Stored -Procedures, Azure & Azure Data Factory -Expertise In Sophisticated Relational Database Report Design, Development And Maintenance Using Reporting Tools Such As Ms Access - Writing Transact-Sql Stored Procedures -Relational Database Design/Development To Include Performance Tuning, Error Handling Via Try/Catch With Event Logging, Locking/Block Management -Experience Developing And Maintaining Etl Processes That Support Data Movement Across Platforms In A Hybrid Environment,"
3464537211,Qlik Developer(Analytics & Visualization Specialist),India,,Tata Consultancy Services,Remote,Full-Time · Mid-Senior Level,"10,001+ Employees · It Services And It Consulting",115,2 Days,"10,073 Company Alumni",Akhila J,"11,918,362 Followers",Https://Www.Linkedin.Com/In/Akhila-J-6635A5189,"About The Job Greetings From Tcs! We Are Looking For Qlik Developer (Analytics & Visualization Specialist) Job Location: Bangalore/Kolkata/Hyderabad/Chennaiexperience Range: 3 To 6Interview Mode: Virtual Mandatory Technical Skill Sets: Hands On In Any Qlik / Obi / Apex Must Have:1. Hands On Experience Qlik Sense Dashboard Development, Data Modelling, Reporting & Deployment.2. Data Transformation, The Creation Of Qvd Files And Set Analysis.3. Leadership Qualities And Thoughtful Implementation Of Qlik Sense Best Practices In Order To Deliver Effective Qlik Sense Solutions To The Users.4. Strong Communication Skills (Verbal/Written) & Stakeholder Management. Good To Have:1. Experience On Google Cloud Platform, Certification Preferable.2. Big Query As Data Source For Creating Reports And Dashboards On Visualization Tools.3. Data Integration Through Extracting, Transforming And Loading (Etl) Data From Various Sources.4. Able To Comprehend And Translate Complex And Advanced Functional, Technical And Business Requirements Into Executable Architectural Designs. 15 Years Of Full-Time Education"
3472898654,Lead Database Engineer,"Mumbai, Maharashtra, India",,Tebillion,On-Site,Full-Time,51-200 Employees,7,3 Hours,Unknown,Amit Raina,"3,002 Followers",Https://Www.Linkedin.Com/In/Rainaamit,"About The Job Empowering You To Achieve Your Full Potential, We Are On A Mission To Deliver Excellence In Data And Software To Our Clients. Our People, Across Our Offices In Luton (Uk), New York (Usa) And Mumbai (India) Collaborate To Deliver Technology Empowering Solutions. We Aim To Create An Environment That Is Rich In Collaboration And Learning To Enable Our People To ﬂourish. At Tebillion, We Empower Our People To Thrive In A Workplace That Is Open, Inclusive And Supportive, Allowing Everyone To Accomplish Their Individual And Collective Goals. Our Culture Is Built On Our Core Values Of Integrity, Transparency And Innovation. Face Challenges Head-On, Be Part Of An Innovative Culture And Provide Excellence As Part Of The Ardent Team. With An Open Communication Policy And Approachable Leadership, We Endeavour To Be An Inspirational And Rewarding Place To Work. Shape Your Career, Achieve Success And Be Challenged At Tebillion. Together, Let'S Achieve Excellence. Desired Profile Required • Looking For 4+ Years Of Experience In Data Engineering• Experience In Airflow Dag• Hands-On Experience In Python, Database, And Aws Benefits/Perks Listed Below May Vary Depending On The Nature Of Your Employment With Tebillion And The Country Where You Work."
3464548645,Data Engineer,"Hyderabad, Telangana, India",,Valuelabs,Hybrid,Full-Time · Mid-Senior Level,"5,001-10,000 Employees · It Services And It Consulting",108,2 Days,105 Company Alumni,Imran Mohammed,Unknown,Https://Www.Linkedin.Com/In/Imran-Mohammed-885404138,"About The Job Dear Aspirants,We At Valuelabs Have An Opening For Data Engineer Role. Below Is The Jd For The Same.Role: Sr Data Engineerexperience: 5+ Yearspreferable Immediate-15 Days Joiners Desired Candidate Profile: Roles & Responsibilities: Should Have Experience With Scala, Spark, Sql, Healthcare Data, Python.Min 5+ Years Of Experience In Development.Good Working Experience In Bigdata/Hadoop Echosystemexperience In Spark, Scalaexperience In Apache Oozie Experience In Elasticsearch ,Scripting Experienceto Work With Agile Framework. Interested To Explore Can Apply Here Or Directly Send Your Resume To Imranmohammed.1@Valuelabs.Com"
3473089784,Hyperledger Indy Developer,"Noida, Uttar Pradesh, India",,Mckinley Rice,Hybrid,Full-Time · Mid-Senior Level,"51-200 Employees · Technology, Information And Internet",23,1 Day,1 Company Alumni,Isha Singh Chauhan,"34,915 Followers",Https://Www.Linkedin.Com/In/Isha-Singh-Chauhan,"About The Job ""We Don'T Just Offer A Job, We Make You Realize Your Dream Career, By Connecting You With Employers Of Global Recognition, Providing You With Exceptional Physical Infrastructure, And A Community To Die For."" Employer: Citylabsposition: Blockchain Hyperledger Indy Network Developerexperience: 2+ Yearswork Days: 5 Dayscommunity Location: Noida/ Pune / Ahmedabad/ Hyderabad/ Bangalore Welcome To Citylabs (Http://Www.Citylabs.Co.Kr/) Citylabs Was Established In 2006 And Is Based In Gyeonggido, South Korea. They Are Part Of The Software Development And Ict Industry And Their Main Projects Involve Baas (Blockchain As A Service), Smart City Platforms And Digital Assets (Did). Current Projects They Have Onboard Are E3Da - Jeju Smart City, Middleblock, Simple Identity Verification Module-Facephi, Blockchain Based Illegal Parking Analysis And Machine Learning Prediction Models For Dangerous Gasses In South Korean Sewers.Citylabs Is One Of The Leading Companies In South Korea In Block Chain Technologies And Is Aiming To Become The Leader In Providing Blockchain Solutions To The South Korean Government. A Brief About Mckinley Rice Community (Https://Mckinleyrice.Com/) Mckinley Rice Is The Next Evolutionary Step In Globalization. Spiritually, We’Re A Community Where People And Companies Come Together To Do Their Best Work. And Organizationally, We’Re A Company That’S Composed Of Many Other Companies, In This Case Citylabs. As A Community, Mckinley Provides Shared Physical Infrastructure And Human-Resource Management Services To Enable Our Client Teams Execute Their Core Jobs In The Most Efficient And Compliant Manner. It’S Like How Apartments Provide A Safe, Common Infrastructure While Being Composed Of Many Different Households. We Do The Same Thing, But For Global Work. How To Become A Part Of Citylabs And Enjoy The Benefits Of Mckinley Community:❖ Step 1: Fill In The Application Form.❖ Step 2: Clear The Assessment Process.❖ Step 3: Be A Part Of The Team Citylabs! Your Role We Are Looking For Talented Blockchain Developers Having Hands-On Experience In Indy Network Deployment. You Will Be Responsible For Designing, Implementing, And Supporting A Distributed Blockchain-Based Network. Your Primary Responsibility Will Be Analyzing Requirements, Designing Blockchain Technology Around A Certain Business Model, And Building And Launching A Blockchain Network. What Will Your Day Look Like Building High-Quality Software For Hyperledger Indy With Node.Js Or Python.Lead Projects Related To Decentralized Identities With Skills In Hyperledger Indy And Aries.Design And Deploy Blockchain Design Patterns To Make Transactions Secure, Transparent, And Immutable.Discuss Data Needs With Engineers, Product Managers, Or Data Scientists To Identify Blockchain Requirements.Design And Verify Cryptographic Protocols To Protect Private Information.Conduct Necessary Research To Establish Ideal Solutions For Software Infrastructure.Develop A Maintainable Code Base Using Object-Oriented Design Principles, Practices, Or Patterns.Run Infrastructure Tests To Examine The Behavior Of Large Peer-To-Peer Networks.Test The Security And Performance Of Blockchain Infrastructures.Evaluate New Blockchain Technologies And Vendor Products.Open Source Contributor (Often An Indicator Of Clean Code, Passion For Software, And Experience Working With A Distributed Team). What Citylabs Is Looking For? Basic Requirementsminimum Experience: 2+ Yearsminimum Qualification: Bachelor'S Degree.Interface With Clients Via Slack, Zoom, And Email.Work With Modern Tools Including Jira, Slack, Github, Google Docs, Etc. Technical Skills:Hands-On Experience With Hyperledger Indy. Ability To Manage Indy Network.Experience With Backend Development With Skills In Node.Js And Python.Development Experience In Aws/ Ibm Or Other Cloud Spaces And Knowledge Of Databases Like Mongodb. Soft Skills:A Quick And Critical Thinker With The Ability To Come Up With A Number Of Ideas About A Topic.Good Communication And Comprehension Skills Are Required. The Ability To Listen To And Understand Information And Ideas Presented Through Spoken Words And Sentences Is Essential.A Team Player, Who Has The Ability To Deliver Even Under Pressure Is Preferred.We Require Someone Who Is Innately Curious And Motivatedunderstanding The Implications Of New Information For Both Current And Future Problem-Solving And Decision-Making. Additional Skills:Experience With Docker.Hands-On Experience With Vue.Js. Benefits Of Being A Part Of The Mckinley Community: Reward Program Providing Benefits Of Upto 1.24 Lakhs Per Annum Including But Not Limited To Physical And Mental Wellness Sessions, Gift Hampers, Online Entertainment/ Housekeeping Vouchers, Leave Travel Allowances And Performance Bonuses.Sponsored Social Functions Of Upto 4,000 Per Annum.Educational Reimbursement Of Up To 60,000 Per Annum.Wifi Reimbursement Of Upto 12,000 Per Annum.Monthly Seminars And Expert Sessions.An Expanded Leave Basket Including Paid Maternity And Paternity Leaves, 10 Covid Leaves, 5 Bereavement Leaves Apart From The Regular 20 Leaves Per Annum.Policies To Provide International Market Access And Funding To Innovators To Pursue Their Dream Project While Operating Out Of The Community. Employment Type: Full Time A Glimpse Into The Community: Official Recruitment Video: Https://Youtu.Be/Goul9Br8Ea8First Impressions Interns At Mckinley Rice: Https://Www.Youtube.Com/Watch?V=Torg3Rbdrgocsr Initiative By Mckinley Rice: Https://Www.Youtube.Com/Watch?V=Honpl-T5Qlmwe Reuse And Recycle Paper At Our Office: Https://Www.Youtube.Com/Watch?V=Idf8Jpyej_Gemployee Experience At Mckinley Rice: Https://Www.Youtube.Com/Watch?V=Pfxx0Xzvqtsinclusivity & Diversity At Mckinley Rice: Https://Www.Youtube.Com/Watch?V=Xklv8Rlnotgculture At Mckinley Rice: Https://Www.Youtube.Com/Watch?V=4Nkoqffgm44Mckinley Rice Focuses On Skill Enhancement: Https://Www.Youtube.Com/Watch?V=-Qlbh2Opoicwe Promote Work Life Balance: Https://Www.Youtube.Com/Watch?V=G6T-Z6Tzuz4"
3466121840,Oracle Cpq Developer,"Pune, Maharashtra, India",,Suavis India Software Services Pvt Ltd,Hybrid,Full-Time,11-50 Employees,6,1 Day,1 Company Alumni,Santanu Ghosh,707 Followers,Https://Www.Linkedin.Com/In/Santanu-Ghosh-9404881B5,"About The Job Openings For Oracle Cpq Developer / Consultant Experience-2+Yrs Location- Any Where In India - Experience In Product Configuration & Rules, Commerce Process, Document Engine And Pricing Functionality Of Oracle Bigmachines Cpq Cloud- Awareness Of Oracle Bigmachines Cpq Cloud Integration Using Pre-Built Connectors And Point To Point Integration With Crm And Erp Applications- Cpq Data Table Update And Migration To Production- Responsible For The Functional Specification, Technical Design, Implementation And Support Of Cpq Processes And Big Machines Solutions.- Experience/Knowledge Of Bmi Configuration, Commerce Document Engine And Big Machines Language (Bml).- Big Machines Design Experience & Understanding Of The Core Cpq Architecture Designs, Configures, And Develops Custom Code/Objects Using The Big Machine Developer Toolkit- Develops Customization In Related To Cpq (Big Machine) Ecosystem.- Develops Web Services Api Integrations With Other Systems Including Crm Systems- Manage Product Proprietary And Confidential Product Pricing And Configuration Information.- Must Be Conscientious And See Problems Through To Completion With A High And Individual Emphasis On Problem Owners"
