Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
104,2023-06-11,Cust104,Female,34,Beauty,2,500,1000
105,2023-07-25,Cust105,Female,22,Electronics,1,500,500
106,2023-05-18,Cust106,Female,46,Clothing,1,50,50
107,2023-02-03,Cust107,Female,21,Clothing,4,300,1200
108,2023-04-19,Cust108,Female,27,Beauty,3,25,75
109,2023-10-18,Cust109,Female,34,Electronics,4,500,2000
110,2023-06-11,Cust110,Male,27,Clothing,3,300,900
111,2023-04-19,Cust111,Female,34,Electronics,3,500,1500
112,2023-12-02,Cust112,Male,37,Clothing,3,500,1500
113,2023-09-13,Cust113,Female,41,Electronics,2,25,50
114,2023-07-22,Cust114,Female,22,Beauty,4,25,100
115,2023-11-26,Cust115,Male,51,Clothing,3,500,1500
116,2023-08-23,Cust116,Female,23,Clothing,1,30,30
117,2023-03-15,Cust117,Male,19,Electronics,2,500,1000
118,2023-05-16,Cust118,Female,30,Electronics,4,500,2000
119,2023-03-13,Cust119,Female,60,Clothing,3,50,150
120,2023-05-07,Cust120,Male,60,Beauty,1,50,50
121,2023-10-15,Cust121,Female,28,Electronics,4,50,200
122,2023-10-03,Cust122,Male,64,Electronics,4,30,120
123,2023-05-15,Cust123,Female,40,Electronics,2,30,60
124,2023-10-27,Cust124,Male,33,Clothing,4,500,2000
125,2023-08-08,Cust125,Male,48,Clothing,2,50,100
126,2023-10-26,Cust126,Female,28,Clothing,3,30,90
127,2023-07-24,Cust127,Female,33,Clothing,2,25,50
128,2023-07-05,Cust128,Male,25,Beauty,1,500,500
129,2023-04-23,Cust129,Female,21,Beauty,2,300,600
130,2023-03-12,Cust130,Female,57,Clothing,1,500,500
131,2023-09-18,Cust131,Female,21,Beauty,2,300,600
132,2023-09-10,Cust132,Male,42,Electronics,4,50,200
133,2023-02-16,Cust133,Male,20,Electronics,3,300,900
134,2023-01-25,Cust134,Male,49,Electronics,1,50,50
135,2023-02-26,Cust135,Male,20,Clothing,2,25,50
136,2023-03-20,Cust136,Male,44,Electronics,2,300,600
137,2023-11-18,Cust137,Male,46,Beauty,2,500,1000
138,2023-03-23,Cust138,Male,49,Clothing,4,50,200
139,2023-12-15,Cust139,Male,36,Beauty,4,500,2000
140,2023-08-05,Cust140,Male,38,Electronics,1,30,30
141,2023-11-02,Cust141,Female,22,Electronics,1,50,50
142,2023-02-02,Cust142,Male,35,Electronics,4,300,1200
143,2023-07-17,Cust143,Female,45,Clothing,1,50,50
144,2023-07-15,Cust144,Female,59,Beauty,3,500,1500
145,2023-11-02,Cust145,Female,39,Clothing,3,25,75
146,2023-08-28,Cust146,Male,38,Clothing,4,50,200
147,2023-09-28,Cust147,Male,23,Electronics,1,300,300
148,2023-05-09,Cust148,Male,18,Clothing,2,30,60
149,2023-10-11,Cust149,Male,22,Clothing,3,25,75
150,2023-01-06,Cust150,Female,58,Electronics,4,30,120
151,2023-12-15,Cust151,Male,29,Clothing,1,50,50
152,2023-02-28,Cust152,Male,43,Electronics,4,500,2000
153,2023-12-16,Cust153,Male,63,Electronics,2,500,1000
154,2023-10-02,Cust154,Male,51,Electronics,3,300,900
155,2023-05-17,Cust155,Male,31,Electronics,4,500,2000
156,2023-11-25,Cust156,Female,43,Clothing,4,25,100
157,2023-06-24,Cust157,Male,62,Electronics,4,500,2000
158,2023-02-27,Cust158,Female,44,Electronics,2,300,600
159,2023-05-31,Cust159,Male,26,Clothing,4,50,200
160,2023-08-11,Cust160,Female,43,Clothing,2,50,100
161,2023-03-22,Cust161,Male,64,Beauty,2,500,1000
162,2023-08-21,Cust162,Male,39,Clothing,2,30,60
163,2023-01-02,Cust163,Female,64,Clothing,3,50,150
164,2023-05-15,Cust164,Female,47,Beauty,3,500,1500
165,2023-09-14,Cust165,Female,60,Clothing,4,300,1200
166,2023-04-02,Cust166,Male,34,Clothing,4,500,2000
167,2023-09-17,Cust167,Female,43,Clothing,3,50,150
168,2023-02-24,Cust168,Male,53,Clothing,1,300,300
169,2023-11-17,Cust169,Male,18,Beauty,3,500,1500
170,2023-06-02,Cust170,Female,25,Clothing,2,25,50
171,2023-11-24,Cust171,Female,52,Clothing,3,300,900
172,2023-09-17,Cust172,Male,32,Beauty,2,25,50
173,2023-11-08,Cust173,Male,64,Electronics,4,30,120
174,2023-04-12,Cust174,Female,39,Beauty,1,300,300
175,2023-03-20,Cust175,Female,31,Electronics,4,25,100
176,2023-07-11,Cust176,Female,43,Beauty,2,50,100
177,2023-03-24,Cust177,Male,45,Beauty,2,50,100
178,2023-10-04,Cust178,Male,40,Clothing,2,30,60
179,2023-09-29,Cust179,Male,31,Electronics,1,300,300
180,2023-01-01,Cust180,Male,41,Clothing,3,300,900
181,2023-11-03,Cust181,Male,19,Electronics,4,300,1200
182,2023-06-15,Cust182,Male,62,Beauty,4,30,120
183,2023-09-08,Cust183,Female,43,Beauty,3,300,900
184,2023-01-10,Cust184,Male,31,Electronics,4,50,200
185,2023-02-27,Cust185,Male,24,Clothing,1,25,25
186,2023-07-05,Cust186,Male,20,Clothing,4,50,200
187,2023-06-07,Cust187,Female,64,Clothing,2,50,100
188,2023-05-03,Cust188,Male,40,Clothing,3,25,75
189,2023-01-30,Cust189,Male,63,Beauty,1,50,50
190,2023-05-04,Cust190,Female,60,Beauty,3,30,90
191,2023-10-18,Cust191,Male,64,Beauty,1,25,25
192,2023-02-10,Cust192,Male,62,Beauty,2,50,100
193,2023-02-13,Cust193,Male,35,Beauty,3,500,1500
194,2023-09-06,Cust194,Male,55,Clothing,4,50,200
195,2023-02-05,Cust195,Male,52,Clothing,1,30,30
196,2023-09-30,Cust196,Female,32,Clothing,3,300,900
197,2023-03-06,Cust197,Female,42,Clothing,4,50,200
198,2023-03-07,Cust198,Female,54,Beauty,3,300,900
199,2023-12-04,Cust199,Male,45,Beauty,3,500,1500
200,2023-09-01,Cust200,Male,27,Beauty,3,50,150
201,2023-10-09,Cust201,Male,56,Electronics,1,25,25
202,2023-03-26,Cust202,Female,34,Clothing,4,300,1200
203,2023-05-16,Cust203,Male,56,Clothing,2,500,1000
204,2023-09-28,Cust204,Male,39,Beauty,1,25,25
205,2023-11-07,Cust205,Female,43,Clothing,1,25,25
206,2023-08-05,Cust206,Male,61,Clothing,1,25,25
207,2023-04-19,Cust207,Female,42,Beauty,2,25,50
208,2023-10-04,Cust208,Female,34,Electronics,4,50,200
209,2023-12-20,Cust209,Female,30,Electronics,4,50,200
210,2023-04-13,Cust210,Male,37,Electronics,4,50,200
211,2024-01-01,Cust211,Male,42,Beauty,3,500,1500
212,2023-06-09,Cust212,Male,21,Clothing,3,500,1500
213,2023-07-24,Cust213,Male,27,Beauty,3,500,1500
214,2023-12-10,Cust214,Male,20,Beauty,2,30,60
215,2023-11-29,Cust215,Male,58,Clothing,3,500,1500
216,2023-07-11,Cust216,Male,62,Electronics,2,50,100
217,2023-08-13,Cust217,Female,35,Electronics,4,50,200
218,2023-09-22,Cust218,Male,64,Beauty,3,30,90
219,2023-08-20,Cust219,Female,53,Electronics,3,30,90
220,2023-03-03,Cust220,Male,64,Beauty,1,500,500
221,2023-05-07,Cust221,Male,39,Beauty,2,300,600
222,2023-04-26,Cust222,Male,51,Clothing,4,30,120
223,2023-02-02,Cust223,Female,64,Clothing,1,25,25
224,2023-06-23,Cust224,Female,25,Clothing,1,50,50
225,2023-01-11,Cust225,Female,57,Beauty,4,25,100
226,2023-10-29,Cust226,Female,61,Clothing,1,50,50
227,2023-10-11,Cust227,Male,36,Electronics,2,50,100
228,2023-04-28,Cust228,Female,59,Electronics,2,30,60
229,2023-10-29,Cust229,Male,58,Beauty,3,30,90
230,2023-04-23,Cust230,Male,54,Beauty,1,25,25
231,2023-01-04,Cust231,Female,23,Clothing,3,50,150
232,2023-02-06,Cust232,Female,43,Beauty,1,25,25
233,2023-12-29,Cust233,Female,51,Beauty,2,300,600
234,2023-11-20,Cust234,Female,62,Electronics,2,25,50
235,2023-01-31,Cust235,Female,23,Electronics,2,500,1000
236,2023-04-28,Cust236,Female,54,Clothing,1,25,25
237,2023-02-04,Cust237,Female,50,Beauty,2,500,1000
238,2023-01-17,Cust238,Female,39,Beauty,1,500,500
239,2023-06-19,Cust239,Male,38,Electronics,3,500,1500
240,2023-02-06,Cust240,Female,23,Beauty,1,300,300
241,2023-09-21,Cust241,Female,23,Electronics,3,25,75
242,2023-05-02,Cust242,Male,21,Clothing,1,25,25
243,2023-05-23,Cust243,Female,47,Electronics,3,300,900
244,2023-12-09,Cust244,Male,28,Beauty,2,50,100
245,2023-09-06,Cust245,Male,47,Clothing,3,30,90
246,2023-04-20,Cust246,Female,48,Electronics,2,25,50
247,2023-10-04,Cust247,Male,41,Electronics,2,30,60
248,2023-03-09,Cust248,Male,26,Clothing,3,300,900
249,2023-10-20,Cust249,Male,20,Clothing,1,50,50
250,2023-10-23,Cust250,Male,48,Electronics,1,50,50
251,2023-08-31,Cust251,Female,57,Beauty,4,50,200
252,2023-05-05,Cust252,Male,54,Electronics,1,300,300
253,2023-08-31,Cust253,Female,53,Clothing,4,500,2000
254,2023-07-28,Cust254,Male,41,Electronics,1,500,500
255,2023-04-08,Cust255,Male,48,Clothing,1,30,30
256,2023-02-18,Cust256,Male,23,Clothing,2,500,1000
257,2023-02-19,Cust257,Male,19,Beauty,4,500,2000
258,2023-12-04,Cust258,Female,37,Clothing,1,50,50
259,2023-08-09,Cust259,Female,45,Clothing,4,50,200
260,2023-07-01,Cust260,Male,28,Beauty,2,30,60
261,2023-08-05,Cust261,Male,21,Clothing,2,25,50
262,2023-07-30,Cust262,Female,32,Beauty,4,30,120
263,2023-08-28,Cust263,Male,23,Beauty,2,30,60
264,2023-01-28,Cust264,Male,47,Clothing,3,300,900
265,2023-12-11,Cust265,Male,55,Clothing,3,300,900
266,2023-12-01,Cust266,Female,19,Electronics,2,30,60
267,2023-11-27,Cust267,Female,32,Beauty,3,30,90
268,2023-02-20,Cust268,Female,28,Electronics,1,30,30
269,2023-02-01,Cust269,Male,25,Clothing,4,500,2000
270,2023-07-26,Cust270,Male,43,Electronics,1,300,300
271,2023-06-23,Cust271,Female,62,Beauty,4,30,120
272,2023-02-25,Cust272,Female,61,Electronics,2,50,100
273,2023-05-08,Cust273,Female,22,Beauty,1,50,50
274,2023-04-09,Cust274,Female,23,Clothing,2,500,1000
275,2023-04-08,Cust275,Male,43,Clothing,2,500,1000
276,2023-10-02,Cust276,Female,21,Beauty,4,25,100
277,2023-08-18,Cust277,Male,36,Clothing,4,25,100
278,2023-03-13,Cust278,Female,37,Clothing,4,25,100
279,2023-08-05,Cust279,Male,50,Clothing,1,500,500
280,2023-04-04,Cust280,Female,37,Clothing,3,500,1500
281,2023-05-23,Cust281,Female,29,Beauty,4,500,2000
282,2023-08-25,Cust282,Female,64,Electronics,4,50,200
283,2023-05-08,Cust283,Female,18,Electronics,1,500,500
284,2023-02-08,Cust284,Male,43,Clothing,4,50,200
285,2023-08-15,Cust285,Female,31,Electronics,1,25,25
286,2023-10-09,Cust286,Male,55,Electronics,2,25,50
287,2023-02-20,Cust287,Male,54,Clothing,4,25,100
288,2023-01-26,Cust288,Male,28,Clothing,4,30,120
289,2023-11-30,Cust289,Male,53,Electronics,2,30,60
290,2023-10-04,Cust290,Female,30,Beauty,2,300,600
291,2023-01-08,Cust291,Male,60,Clothing,2,300,600
292,2023-02-17,Cust292,Male,20,Beauty,4,300,1200
293,2023-05-02,Cust293,Male,50,Electronics,3,30,90
294,2023-03-27,Cust294,Female,23,Clothing,3,30,90
295,2023-07-28,Cust295,Female,27,Beauty,3,300,900
296,2023-09-06,Cust296,Female,22,Clothing,4,300,1200
297,2023-09-04,Cust297,Female,40,Electronics,2,500,1000
298,2023-04-20,Cust298,Male,27,Beauty,4,300,1200
299,2023-07-25,Cust299,Male,61,Electronics,2,500,1000
300,2023-01-31,Cust300,Female,19,Electronics,4,50,200
301,2023-03-26,Cust301,Male,30,Clothing,4,30,120
302,2023-07-14,Cust302,Male,57,Beauty,2,300,600
303,2023-01-02,Cust303,Male,19,Electronics,3,30,90
304,2023-07-19,Cust304,Female,37,Electronics,2,30,60
305,2023-05-16,Cust305,Female,18,Beauty,1,30,30
306,2023-08-21,Cust306,Male,54,Electronics,1,50,50
307,2023-05-27,Cust307,Female,26,Electronics,2,25,50
308,2023-08-05,Cust308,Female,34,Beauty,4,300,1200
309,2023-12-23,Cust309,Female,26,Beauty,1,25,25
310,2023-10-12,Cust310,Female,28,Beauty,1,25,25
311,2023-12-05,Cust311,Female,32,Beauty,4,25,100
312,2023-09-07,Cust312,Male,41,Clothing,4,30,120
313,2023-03-21,Cust313,Female,55,Beauty,3,500,1500
314,2023-04-08,Cust314,Male,52,Clothing,4,30,120
315,2023-06-01,Cust315,Male,47,Clothing,2,30,60
316,2023-04-22,Cust316,Female,48,Clothing,2,25,50
317,2023-01-30,Cust317,Male,22,Electronics,3,30,90
318,2023-10-24,Cust318,Male,61,Clothing,1,25,25
319,2023-10-05,Cust319,Male,31,Clothing,1,500,500
320,2023-02-01,Cust320,Female,28,Electronics,4,300,1200
321,2023-06-10,Cust321,Female,26,Electronics,2,25,50
322,2023-01-30,Cust322,Male,51,Electronics,1,500,500
323,2023-01-26,Cust323,Female,29,Beauty,3,300,900
324,2023-10-27,Cust324,Female,52,Electronics,3,50,150
325,2023-09-02,Cust325,Female,52,Electronics,2,25,50
326,2023-09-15,Cust326,Female,18,Clothing,3,25,75
327,2023-09-29,Cust327,Male,57,Electronics,3,50,150
328,2023-03-22,Cust328,Male,39,Beauty,2,50,100
329,2023-01-30,Cust329,Female,46,Electronics,4,25,100
330,2023-09-18,Cust330,Female,25,Beauty,4,50,200
331,2023-02-11,Cust331,Male,28,Electronics,3,30,90
332,2023-04-06,Cust332,Male,58,Electronics,4,300,1200
333,2023-02-05,Cust333,Female,54,Electronics,4,300,1200
334,2023-11-01,Cust334,Male,31,Electronics,3,300,900
335,2023-02-04,Cust335,Female,47,Beauty,4,30,120
336,2023-12-12,Cust336,Female,52,Beauty,3,50,150
337,2023-05-01,Cust337,Male,38,Clothing,1,500,500
338,2023-07-26,Cust338,Male,54,Beauty,2,50,100
339,2023-03-03,Cust339,Female,22,Electronics,2,25,50
340,2023-10-19,Cust340,Female,36,Clothing,4,300,1200
341,2023-05-07,Cust341,Male,31,Clothing,4,50,200
342,2023-10-24,Cust342,Female,43,Clothing,4,500,2000
343,2023-11-01,Cust343,Male,21,Electronics,2,25,50
344,2023-01-21,Cust344,Female,42,Beauty,1,30,30
345,2023-11-14,Cust345,Male,62,Electronics,1,30,30
346,2023-02-11,Cust346,Male,59,Clothing,2,500,1000
347,2023-08-03,Cust347,Male,42,Electronics,1,25,25
348,2023-12-03,Cust348,Female,35,Electronics,2,300,600
349,2023-10-26,Cust349,Female,57,Beauty,1,50,50
350,2023-10-17,Cust350,Male,25,Beauty,3,25,75
351,2023-09-25,Cust351,Female,56,Clothing,3,30,90
352,2023-06-11,Cust352,Male,57,Electronics,2,500,1000
353,2023-05-14,Cust353,Male,31,Electronics,1,500,500
354,2023-04-15,Cust354,Female,49,Beauty,4,50,200
355,2023-12-09,Cust355,Female,55,Electronics,1,500,500
356,2023-06-10,Cust356,Male,50,Electronics,3,500,1500
357,2023-05-03,Cust357,Female,40,Electronics,3,25,75
358,2023-05-16,Cust358,Female,32,Beauty,1,300,300
359,2023-07-22,Cust359,Male,50,Clothing,1,50,50
360,2023-03-09,Cust360,Male,42,Clothing,4,25,100
361,2023-12-10,Cust361,Female,34,Electronics,4,300,1200
362,2023-11-27,Cust362,Male,50,Clothing,1,25,25
363,2023-06-03,Cust363,Male,64,Beauty,1,25,25
364,2023-08-23,Cust364,Female,19,Beauty,1,500,500
365,2023-06-11,Cust365,Male,31,Clothing,1,300,300
366,2023-02-07,Cust366,Male,57,Clothing,2,50,100
367,2023-01-05,Cust367,Female,57,Electronics,1,50,50
368,2023-08-23,Cust368,Female,56,Clothing,4,300,1200
369,2023-11-15,Cust369,Male,23,Electronics,3,500,1500
370,2023-10-16,Cust370,Male,23,Electronics,2,30,60
371,2023-02-21,Cust371,Female,20,Beauty,1,25,25
372,2023-02-07,Cust372,Female,24,Beauty,3,500,1500
373,2023-10-03,Cust373,Female,25,Beauty,2,300,600
374,2023-04-20,Cust374,Female,59,Beauty,3,25,75
375,2023-09-17,Cust375,Male,32,Clothing,1,50,50
376,2023-05-16,Cust376,Female,64,Beauty,1,30,30
377,2023-03-09,Cust377,Female,46,Clothing,4,50,200
378,2023-06-28,Cust378,Male,50,Beauty,1,300,300
379,2023-02-05,Cust379,Female,47,Clothing,1,25,25
380,2023-05-06,Cust380,Male,56,Electronics,2,300,600
381,2023-07-09,Cust381,Female,44,Clothing,4,25,100
382,2023-05-26,Cust382,Female,53,Clothing,2,500,1000
383,2023-03-22,Cust383,Female,46,Beauty,3,30,90
384,2023-08-13,Cust384,Male,55,Clothing,1,500,500
385,2023-10-06,Cust385,Male,50,Electronics,3,500,1500
386,2023-12-27,Cust386,Female,54,Electronics,2,300,600
387,2023-06-04,Cust387,Male,44,Beauty,1,30,30
388,2023-11-10,Cust388,Male,50,Electronics,1,25,25
389,2023-12-01,Cust389,Male,21,Clothing,2,25,50
390,2023-09-28,Cust390,Male,39,Electronics,2,50,100
391,2023-01-05,Cust391,Male,19,Beauty,2,25,50
392,2023-12-08,Cust392,Male,27,Clothing,2,300,600
393,2023-10-11,Cust393,Female,22,Beauty,2,500,1000
394,2023-06-03,Cust394,Female,27,Clothing,1,500,500
395,2023-12-06,Cust395,Male,50,Electronics,2,500,1000
396,2023-02-23,Cust396,Female,55,Beauty,1,30,30
397,2023-03-10,Cust397,Female,30,Beauty,1,25,25
398,2023-05-16,Cust398,Female,48,Clothing,2,300,600
399,2023-03-01,Cust399,Female,64,Beauty,2,30,60
400,2023-02-24,Cust400,Male,53,Clothing,4,50,200
401,2023-10-11,Cust401,Female,62,Clothing,1,300,300
402,2023-03-21,Cust402,Female,41,Clothing,2,300,600
403,2023-05-20,Cust403,Male,32,Clothing,2,300,600
404,2023-05-25,Cust404,Male,46,Electronics,2,500,1000
405,2023-11-06,Cust405,Female,25,Clothing,4,300,1200
406,2023-04-18,Cust406,Female,22,Beauty,4,25,100
407,2023-06-25,Cust407,Female,46,Electronics,3,300,900
408,2023-04-15,Cust408,Female,64,Beauty,1,500,500
409,2023-12-18,Cust409,Female,21,Electronics,3,300,900
410,2023-11-21,Cust410,Female,29,Clothing,2,50,100
411,2023-05-16,Cust411,Male,62,Electronics,4,50,200
412,2023-09-16,Cust412,Female,19,Electronics,4,500,2000
413,2023-09-08,Cust413,Female,44,Beauty,3,25,75
414,2023-05-09,Cust414,Male,48,Beauty,4,25,100
415,2023-01-27,Cust415,Male,53,Clothing,2,30,60
416,2023-02-17,Cust416,Male,53,Electronics,4,500,2000
417,2023-11-21,Cust417,Male,43,Electronics,3,300,900
418,2023-08-05,Cust418,Female,60,Electronics,2,500,1000
419,2023-05-22,Cust419,Female,44,Clothing,3,30,90
420,2023-01-23,Cust420,Female,22,Clothing,4,500,2000
421,2023-01-02,Cust421,Female,37,Clothing,3,500,1500
422,2023-06-20,Cust422,Female,28,Clothing,3,30,90
423,2023-03-08,Cust423,Female,27,Clothing,1,25,25
424,2023-11-23,Cust424,Male,57,Beauty,4,300,1200
425,2023-05-15,Cust425,Female,55,Electronics,4,30,120
426,2023-03-24,Cust426,Male,23,Electronics,3,50,150
427,2023-08-15,Cust427,Male,25,Electronics,1,25,25
428,2023-10-10,Cust428,Female,40,Electronics,4,50,200
429,2023-12-28,Cust429,Male,64,Electronics,2,25,50
430,2023-08-07,Cust430,Female,43,Electronics,3,300,900
431,2023-10-15,Cust431,Male,63,Electronics,4,300,1200
432,2023-01-05,Cust432,Female,60,Electronics,2,500,1000
433,2023-02-27,Cust433,Male,29,Beauty,4,50,200
434,2023-02-08,Cust434,Female,43,Electronics,2,25,50
435,2023-12-20,Cust435,Female,30,Beauty,3,300,900
436,2023-03-18,Cust436,Female,57,Clothing,4,30,120
437,2023-10-07,Cust437,Female,35,Electronics,4,300,1200
438,2023-01-19,Cust438,Female,42,Clothing,1,30,30
439,2023-07-09,Cust439,Male,50,Clothing,3,25,75
440,2023-10-26,Cust440,Male,64,Clothing,2,300,600
441,2023-10-10,Cust441,Male,57,Beauty,4,300,1200
442,2023-03-17,Cust442,Female,60,Clothing,4,25,100
443,2023-08-09,Cust443,Male,29,Clothing,2,300,600
444,2023-03-07,Cust444,Female,61,Clothing,3,30,90
445,2023-01-22,Cust445,Female,53,Electronics,1,300,300
446,2023-06-07,Cust446,Male,21,Electronics,1,50,50
447,2023-07-06,Cust447,Male,22,Beauty,4,500,2000
448,2023-01-21,Cust448,Female,54,Beauty,2,30,60
449,2023-07-03,Cust449,Male,25,Electronics,4,50,200
450,2023-04-18,Cust450,Female,59,Beauty,2,25,50
451,2023-12-16,Cust451,Female,45,Electronics,1,30,30
452,2023-05-08,Cust452,Female,48,Clothing,3,500,1500
453,2023-12-08,Cust453,Female,26,Clothing,2,500,1000
454,2023-02-22,Cust454,Female,46,Beauty,1,25,25
455,2023-07-01,Cust455,Male,31,Electronics,4,25,100
456,2023-10-14,Cust456,Male,57,Electronics,2,30,60
457,2023-07-28,Cust457,Female,58,Beauty,3,300,900
458,2023-11-14,Cust458,Female,39,Electronics,4,25,100
459,2023-03-21,Cust459,Male,28,Clothing,4,300,1200
460,2023-05-02,Cust460,Male,40,Beauty,1,50,50
