customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
4690Bf9C-B828-44D3-Bdb6-F91B10668288,47,Other,Standard,7.92,23,South America,Tv,13.99,0,Crypto,1,0.33,Sci-Fi
0Aac0E54-7D40-4Cf2-Abe4-45F3Ff73F5Ff,49,Female,Basic,5.26,33,South America,Mobile,8.99,1,Crypto,3,0.15,Documentary
E2A75072-5F48-47Ed-A533-Eb1B0301Aad9,39,Female,Basic,10.97,10,Oceania,Mobile,8.99,0,Paypal,1,1.0,Comedy
25Db8257-F409-4Acd-81F8-99629Fbf15A0,32,Female,Premium,40.94,7,South America,Desktop,17.99,0,Crypto,1,5.12,Action
Bf48551E-A8E6-4Fd9-Bb32-3F798Ed84680,46,Other,Premium,1.25,13,Europe,Tablet,17.99,1,Debit Card,3,0.09,Comedy
3819Aaed-Bed6-49C8-Ab53-0Fd9D917E4E1,48,Female,Standard,8.12,32,Africa,Desktop,13.99,1,Crypto,2,0.25,Action
E2F28860-44E4-4Fc2-A445-014332E7Fb11,68,Female,Premium,7.67,40,Oceania,Tablet,17.99,0,Paypal,4,0.19,Romance
A088D61D-Be5A-409E-B943-73B145B358D1,21,Female,Standard,15.53,27,South America,Laptop,13.99,0,Credit Card,1,0.55,Comedy
109Cc416-0A22-4C41-93E9-2C7Dd24Ddd3F,60,Male,Basic,31.9,4,Oceania,Tablet,8.99,0,Crypto,2,6.38,Comedy
A8C8Dcff-92D3-4A79-849D-42C6E6Bbc7Bc,70,Other,Premium,7.97,57,Europe,Laptop,17.99,1,Gift Card,5,0.14,Drama
8071C1Be-1197-49A1-Aa75-5Fb6A6B3087A,53,Other,Standard,43.02,43,South America,Tablet,13.99,0,Crypto,1,0.98,Action
98B7C57D-1094-45Dd-Bb45-D9Bb8Dff9B83,36,Other,Standard,34.6,19,Oceania,Tablet,13.99,0,Crypto,3,1.73,Action
18Be905C-203F-4De2-8E78-Ef10061Fc57F,55,Other,Basic,24.58,18,Asia,Desktop,8.99,0,Debit Card,1,1.29,Documentary
B7C1Bdad-Cafb-4586-A15D-Fc9Ff30A8115,45,Female,Standard,7.39,6,Oceania,Tv,13.99,0,Paypal,1,1.06,Romance
6E061F35-B1B5-4Efe-9E37-F40A14D929B1,24,Male,Premium,6.92,13,Africa,Desktop,17.99,0,Crypto,2,0.49,Action
8C2D377B-F6Ec-44B5-Ae08-3660C4358A93,30,Other,Premium,1.37,55,North America,Mobile,17.99,1,Debit Card,1,0.02,Horror
Afcc5C55-A3D8-4E2F-Ab95-3D34F5E0390D,69,Female,Basic,24.56,53,Oceania,Laptop,8.99,1,Gift Card,1,0.45,Action
2211B077-0300-4E0C-834C-E7751A45Eb96,47,Other,Standard,15.87,52,Africa,Laptop,13.99,1,Crypto,1,0.3,Sci-Fi
8D755725-4F16-4006-Bdae-Fa3Dc9Fa2579,49,Female,Standard,7.62,27,Asia,Tv,13.99,0,Debit Card,3,0.27,Action
C39A5943-Fe7C-46Ec-8D3C-2A24Ab46733B,67,Male,Standard,3.05,29,Oceania,Tablet,13.99,1,Paypal,1,0.1,Drama
E62D9Bc8-Dab9-42E0-B6B2-E8D076Fe843B,23,Female,Premium,13.31,34,Africa,Mobile,17.99,1,Debit Card,2,0.38,Romance
7A89D8B6-28Ec-4B0C-9D3B-88E0A5119E3B,67,Male,Basic,1.56,0,Oceania,Desktop,8.99,0,Crypto,5,1.56,Documentary
C8648F0F-0B92-4445-A3A7-5C48711Cbc07,57,Male,Premium,0.97,32,South America,Mobile,17.99,1,Gift Card,2,0.03,Comedy
Ebe928A7-De65-4567-B349-06056B35E6A6,55,Other,Standard,21.58,48,North America,Mobile,13.99,0,Credit Card,5,0.44,Romance
8B3597Af-7Da9-405D-9815-60D1E4Dbe2E5,35,Other,Standard,22.59,16,Europe,Tablet,13.99,0,Credit Card,2,1.33,Comedy
839Ec473-5F41-4A8B-955A-Ec14B3A9Cad4,22,Female,Standard,9.69,35,Asia,Tv,13.99,1,Crypto,4,0.27,Documentary
Cdf4012D-14B0-41D5-Ab40-Cc6627Fe1E3B,34,Male,Premium,12.82,45,North America,Mobile,17.99,1,Paypal,2,0.28,Romance
Aa97D1A3-C4Ad-4C76-Bd2A-56F1B46A753C,19,Male,Standard,4.34,1,Asia,Tablet,13.99,0,Paypal,1,2.17,Sci-Fi
6Ead42F9-86D8-4C66-B2Fc-3D791323186D,25,Female,Premium,15.95,15,South America,Laptop,17.99,0,Credit Card,1,1.0,Action
9235D289-6D46-46Ba-A48A-1Cf4Ea18B599,49,Other,Premium,2.05,14,North America,Tablet,17.99,0,Debit Card,5,0.14,Romance
20529E32-D3E7-4Cfc-8210-B6468Cdbe2A4,55,Other,Premium,3.86,25,Europe,Tablet,17.99,1,Paypal,3,0.15,Action
Bfe7729E-7D5D-4850-B496-51E891158836,36,Other,Basic,1.68,10,Africa,Tv,8.99,1,Paypal,4,0.15,Action
783C7652-37B8-4Be0-B8Bc-Fb51Bd4B5578,27,Other,Premium,46.88,56,Oceania,Tv,17.99,0,Crypto,3,0.82,Drama
2117B36A-9E3E-4077-Ac5B-03540Bb38461,49,Male,Standard,4.22,50,Oceania,Desktop,13.99,1,Gift Card,2,0.08,Comedy
Ceec2C10-9770-48D1-8366-344Fa66195B1,54,Female,Basic,26.88,44,South America,Desktop,8.99,0,Gift Card,3,0.6,Drama
854B2Bfd-6773-413F-B385-02338Fa3A316,31,Female,Standard,2.23,39,North America,Mobile,13.99,1,Debit Card,5,0.06,Drama
Ee53Be31-Fb36-41D9-8Eb2-1A4C1D976552,31,Male,Premium,14.15,24,South America,Desktop,17.99,0,Paypal,5,0.57,Drama
C9C8202C-992C-4E6C-B04F-0E2961Ea87Cc,42,Female,Basic,49.49,39,Europe,Mobile,8.99,0,Credit Card,5,1.24,Horror
022F9C7A-8276-494A-8629-086Ad5E81Df1,30,Male,Premium,8.79,21,Europe,Tablet,17.99,0,Crypto,4,0.4,Comedy
1A0F21B6-454A-4A22-88A8-5045B9D00Fa4,58,Male,Standard,14.57,22,North America,Mobile,13.99,0,Debit Card,2,0.63,Romance
616199Ed-33C4-4Ff5-9450-251Fc608D3A1,63,Other,Standard,25.73,11,Africa,Tv,13.99,0,Paypal,1,2.14,Comedy
D1593B1D-Ef59-4D4A-A169-5Ff338B8Baef,60,Male,Standard,3.01,30,Asia,Desktop,13.99,1,Gift Card,3,0.1,Documentary
749B69F5-8A24-428A-880C-86057Af2A485,66,Male,Basic,12.05,33,South America,Tablet,8.99,1,Paypal,3,0.35,Drama
A2Eab47C-Dc4C-427F-88F8-755051B303Fb,51,Female,Premium,3.7,37,South America,Mobile,17.99,1,Credit Card,2,0.1,Horror
B313F39D-0675-4Bef-9B10-573146872Adf,63,Male,Premium,5.84,20,Oceania,Mobile,17.99,0,Credit Card,1,0.28,Documentary
09A76Bc9-4048-4403-8087-A31Cdb16556E,31,Male,Basic,48.35,11,Oceania,Desktop,8.99,0,Debit Card,5,4.03,Comedy
Af9B0F0D-9532-48F2-Ad24-Bf41Faa164A6,55,Other,Standard,2.89,37,North America,Desktop,13.99,1,Debit Card,4,0.08,Action
Ec202012-E4Bf-4B14-B5Fe-4447D8Cfb730,38,Male,Premium,29.84,56,South America,Desktop,17.99,0,Credit Card,4,0.52,Drama
8C78B61B-0D41-4470-Ade0-3Ed2E2B36C28,65,Other,Standard,19.33,31,North America,Desktop,13.99,0,Credit Card,1,0.6,Comedy
Da57899F-77B4-4B23-Bcab-700Db438F6D1,43,Female,Premium,2.5,33,Europe,Tv,17.99,1,Credit Card,3,0.07,Action
361Aff57-8A5F-4229-B4F5-F52544178Dc7,63,Male,Premium,6.97,31,North America,Tablet,17.99,1,Crypto,1,0.22,Romance
900034D1-E7De-4E99-914E-4Ad863061834,64,Female,Standard,3.66,6,Africa,Mobile,13.99,0,Paypal,1,0.52,Romance
6082E011-4F6D-4Acb-93F2-3Bfefd532880,58,Female,Basic,30.85,46,North America,Mobile,8.99,0,Debit Card,5,0.66,Action
4C7D404A-Ebd5-4881-9Fb5-302Ad47F2Fb8,31,Male,Standard,1.77,34,Europe,Tv,13.99,1,Paypal,3,0.05,Sci-Fi
33146637-8D6B-4A63-B0Be-65C67A894825,62,Other,Standard,16.65,41,North America,Tablet,13.99,1,Debit Card,3,0.4,Romance
746Cea20-F12A-4B78-900D-Fe19B5Eaf91D,35,Male,Standard,25.08,2,Oceania,Tv,13.99,0,Crypto,5,8.36,Action
44361538-0Ea0-4B91-Bef5-4C5Af2Dc15Bd,34,Other,Standard,23.2,18,Asia,Tablet,13.99,0,Debit Card,1,1.22,Comedy
05E8A643-0A5C-4413-Ae75-A4Dcdccf9C62,65,Other,Premium,37.82,31,Oceania,Tablet,17.99,0,Gift Card,3,1.18,Sci-Fi
85B74247-A98B-47B1-91Ba-8B7Db3C3662C,68,Male,Standard,28.44,55,Europe,Laptop,13.99,0,Crypto,3,0.51,Romance
Aaf3513B-97C7-46Fa-B889-0D78C2Ca0Be7,46,Other,Standard,13.38,3,South America,Laptop,13.99,0,Credit Card,2,3.35,Romance
62D2Ca00-38A2-4F3B-A517-E212Fb24E26E,62,Female,Standard,14.8,40,South America,Mobile,13.99,1,Crypto,5,0.36,Drama
005B6Afc-Cff9-432F-Ae0E-265D9Acb5A59,63,Other,Premium,3.39,57,South America,Mobile,17.99,1,Paypal,4,0.06,Sci-Fi
4Dbbc3F7-6Ede-48Ad-Bf36-84C7E9188E3C,62,Female,Premium,13.15,11,Oceania,Desktop,17.99,0,Debit Card,1,1.1,Comedy
60559C1A-4093-4379-9E24-D2F033256395,41,Male,Basic,15.26,21,South America,Desktop,8.99,0,Debit Card,5,0.69,Drama
842Cacde-7763-4505-Bef1-538Dedd13Be7,27,Other,Premium,79.17,12,South America,Tablet,17.99,0,Debit Card,2,6.09,Drama
73772Dd0-A793-479A-A5Fa-51423747291A,60,Female,Basic,9.13,43,North America,Laptop,8.99,1,Debit Card,1,0.21,Documentary
52Aa9Ac1-8625-4421-8D2C-3Ed00Cf83389,60,Male,Premium,3.29,20,Asia,Mobile,17.99,1,Debit Card,2,0.16,Drama
72452F35-F1Ef-4881-A0F6-Df6De0351844,58,Female,Standard,9.52,51,Europe,Laptop,13.99,1,Paypal,1,0.18,Sci-Fi
Fdf130C6-Cd3C-434B-Abbf-4645C8Ca928D,18,Male,Standard,3.56,23,Oceania,Tablet,13.99,0,Debit Card,4,0.15,Horror
F3Dd9F07-99Ca-4425-8Eaa-62F1A949E8B1,48,Other,Premium,11.1,41,Africa,Mobile,17.99,1,Gift Card,5,0.26,Documentary
F67B2663-Cc48-4D48-A855-Fc3E1E323A0F,26,Other,Standard,23.13,27,Oceania,Mobile,13.99,0,Debit Card,2,0.83,Documentary
Da8C00Ec-40B0-400A-90B6-Ed24B0B37C89,21,Male,Premium,9.91,27,Asia,Desktop,17.99,0,Debit Card,2,0.35,Sci-Fi
6Be0B14C-Eaea-4580-B845-457Df93Bb828,46,Other,Basic,6.22,36,Asia,Laptop,8.99,1,Credit Card,2,0.17,Horror
134E6A09-9723-4652-9213-Fbfecaa84377,62,Female,Premium,0.45,20,Europe,Tablet,17.99,0,Debit Card,5,0.02,Sci-Fi
31563B13-7C8D-41C6-Bdf2-6A1A554574Cd,35,Female,Standard,17.53,38,Oceania,Laptop,13.99,1,Credit Card,1,0.45,Action
Ce40F5F8-42Ee-44E2-B754-Bd3A626Cf48D,61,Female,Standard,4.52,21,Europe,Tablet,13.99,1,Crypto,2,0.21,Drama
2682C90E-8E16-4Cb6-88Ae-1348Cd5A62Fb,37,Male,Basic,9.69,24,Asia,Mobile,8.99,0,Credit Card,4,0.39,Horror
84Cbf173-D71C-49Cf-B015-0Ea96838663A,46,Female,Standard,5.78,4,Asia,Laptop,13.99,0,Credit Card,2,1.16,Sci-Fi
55587Cf4-5322-467E-8066-2Ac35E023421,41,Female,Premium,18.87,9,Europe,Tv,17.99,0,Gift Card,3,1.89,Documentary
72C5F29B-8E0A-4B81-99C2-6Db14Fd602A6,21,Female,Premium,4.89,3,Oceania,Desktop,17.99,0,Debit Card,4,1.22,Sci-Fi
F1E8F248-727D-47F5-92Da-D6F7610Cfc5B,55,Female,Premium,1.66,54,Oceania,Tv,17.99,1,Paypal,4,0.03,Drama
1Cb5C1A8-8724-4Edc-8255-06B1152F5Dea,64,Female,Premium,4.42,17,South America,Laptop,17.99,1,Crypto,3,0.25,Horror
72E27837-1995-4843-8284-Fadf89A8Cfe8,36,Other,Premium,13.38,22,North America,Mobile,17.99,0,Gift Card,4,0.58,Documentary
40E78B9F-B88B-4Eb9-B6Dd-F288901B072D,67,Female,Premium,9.87,6,Europe,Tv,17.99,0,Paypal,3,1.41,Action
C82Cb034-7C20-47Af-901E-91379D90A183,23,Female,Premium,23.6,56,South America,Tv,17.99,0,Paypal,4,0.41,Sci-Fi
6D9E258D-3110-475F-Ac1C-1Eba0F56B7E8,19,Male,Basic,3.89,33,North America,Mobile,8.99,1,Credit Card,1,0.11,Romance
A9661B26-D812-406E-A1E2-58F640879A0A,20,Other,Premium,3.4,33,Africa,Tablet,17.99,1,Crypto,5,0.1,Drama
747D7B40-97B1-4207-923C-72D5C3E65343,50,Female,Standard,3.58,54,Europe,Tablet,13.99,1,Credit Card,4,0.07,Romance
8Ba94Dad-4F0E-4Aaf-B8D5-C8B4Deb2195B,33,Other,Premium,31.11,39,South America,Mobile,17.99,0,Crypto,4,0.78,Comedy
Cd2Fbe59-0226-47Ac-83F9-3Aad8Fdd9Fd1,31,Other,Premium,2.81,39,Europe,Desktop,17.99,1,Credit Card,5,0.07,Horror
E443C6B3-1D47-4274-B231-23F2Ffe08Dc9,20,Male,Standard,9.87,29,Africa,Desktop,13.99,0,Paypal,3,0.33,Documentary
7Fdace55-3767-41D2-85D3-E43A5Eddede6,18,Female,Basic,35.52,40,South America,Tablet,8.99,0,Crypto,3,0.87,Action
85D2824E-34B3-4E81-8E27-D1426F49Ae4B,31,Male,Premium,4.6,1,South America,Desktop,17.99,0,Gift Card,1,2.3,Sci-Fi
4B1E6601-B97E-479B-B01C-5228F3C6681E,47,Other,Premium,14.24,37,Africa,Tablet,17.99,1,Gift Card,2,0.37,Documentary
Fa19687B-872C-4163-A900-59F1B4098Ed9,49,Female,Basic,2.9,46,Asia,Mobile,8.99,1,Debit Card,2,0.06,Horror
90B17B2A-6B37-4913-Acb5-70B9A7Fb7400,30,Female,Basic,24.74,17,Oceania,Laptop,8.99,0,Credit Card,5,1.37,Comedy
F2D0A49A-A99D-440C-8495-66A3E2E4D7F9,22,Other,Basic,2.93,27,Asia,Tv,8.99,1,Gift Card,2,0.1,Sci-Fi
79F6A459-5E71-40E9-831A-8657Ed6F160B,61,Other,Standard,5.98,1,North America,Tablet,13.99,0,Gift Card,5,2.99,Romance
Fd3C898E-3Bfd-453B-B00E-839Eaf2Dd443,59,Other,Premium,24.59,49,North America,Desktop,17.99,0,Crypto,3,0.49,Romance
D88332B4-4D6A-49A9-A74C-55A5D43F3785,42,Male,Premium,18.17,2,South America,Laptop,17.99,0,Crypto,4,6.06,Sci-Fi
Ad1D5A11-4A28-49Fe-Ab0D-9D9708Af9Ae4,21,Female,Basic,13.97,14,North America,Laptop,8.99,0,Credit Card,3,0.93,Romance
F5A0302A-6Df7-4Cad-B563-199Ad2Af75Da,35,Male,Basic,4.58,42,South America,Tablet,8.99,1,Credit Card,4,0.11,Romance
2Dab7Db6-0652-42Aa-9Bbd-C685Fadca648,32,Other,Basic,17.18,22,Africa,Tv,8.99,0,Crypto,4,0.75,Romance
123F622F-26F1-431D-Bc19-2219C6E7Fc86,65,Female,Premium,4.89,6,Asia,Tv,17.99,0,Gift Card,1,0.7,Documentary
4B9D865E-50F1-447E-8E49-89D2C6Acd3B3,59,Other,Standard,6.77,22,Oceania,Tablet,13.99,0,Debit Card,1,0.29,Sci-Fi
4891E3C6-F53B-45Af-Ad62-12572F687302,70,Other,Basic,1.28,52,Asia,Mobile,8.99,1,Credit Card,5,0.02,Action
2E3A45B3-B511-42Dd-B3E3-E9Ce9D182B7A,63,Male,Premium,8.54,51,North America,Tablet,17.99,0,Credit Card,5,0.16,Documentary
5519A119-Ca14-4Ca1-9518-40Ab23D4Ea93,29,Other,Basic,17.58,2,Europe,Desktop,8.99,0,Paypal,1,5.86,Action
Ccaded82-6E9B-4863-B165-Cb90Cb39Fd26,30,Other,Basic,9.28,44,North America,Tablet,8.99,1,Paypal,4,0.21,Action
52C7F909-500A-4C6D-851D-E504C27Ec859,52,Other,Basic,6.18,41,South America,Tablet,8.99,1,Gift Card,3,0.15,Comedy
D019Bb17-C284-4B18-B15E-A8625A16D93F,49,Other,Standard,5.88,40,North America,Mobile,13.99,1,Crypto,2,0.14,Action
Efe01Bcd-E159-4494-A1D3-6E8432A0C269,33,Male,Standard,2.86,30,Europe,Tablet,13.99,1,Gift Card,5,0.09,Drama
552Fb14C-C171-4F05-895A-61D49233686B,22,Female,Basic,3.71,28,Europe,Tv,8.99,1,Crypto,1,0.13,Horror
99E08A07-D0De-46C9-997D-1Fb9452Bea46,29,Male,Basic,1.7,43,South America,Mobile,8.99,1,Debit Card,5,0.04,Horror
45291E8C-5116-4068-9168-545Eecfaf691,67,Female,Standard,1.02,20,Europe,Laptop,13.99,1,Gift Card,1,0.05,Sci-Fi
00477256-578D-4Abd-8Ed8-3A5E75539E7A,53,Female,Premium,1.36,35,South America,Mobile,17.99,1,Gift Card,2,0.04,Romance
A8F0268F-Cb07-4C40-9Fde-Dbe0F1C737Fc,40,Male,Premium,12.26,3,North America,Mobile,17.99,0,Debit Card,5,3.06,Romance
3B237337-1044-4E5D-A612-E1A9E5F6Eb36,56,Other,Premium,1.43,16,Europe,Laptop,17.99,1,Debit Card,2,0.08,Action
80E4A598-68B9-48E1-8Bc0-4Dbfa54D769E,35,Female,Basic,26.9,49,South America,Desktop,8.99,0,Gift Card,2,0.54,Drama
33563D42-7F51-405C-8328-8Cd881128656,54,Male,Basic,3.13,16,Oceania,Tv,8.99,1,Credit Card,5,0.18,Drama
4949Efaa-Be29-41Cc-A0Ee-683Eaa53F442,19,Other,Basic,3.72,11,Asia,Desktop,8.99,1,Crypto,5,0.31,Documentary
4Cea2A42-Ffdf-49E0-A1C0-5A13B3Bdffe3,28,Male,Premium,16.17,46,Africa,Laptop,17.99,1,Crypto,4,0.34,Horror
E301Bbbc-80E3-4E8A-9016-545Ab980B0Cf,19,Other,Basic,5.18,43,Europe,Tablet,8.99,1,Paypal,4,0.12,Horror
5945Dc09-1B5B-4511-Ac0D-20135699628E,34,Male,Basic,1.89,59,Asia,Tablet,8.99,1,Credit Card,5,0.03,Action
69281385-44F2-48Fb-Abf2-Dc483Ee5Be8B,19,Male,Premium,8.03,1,Asia,Tv,17.99,0,Gift Card,3,4.01,Drama
844F2522-32E3-4F44-A960-Cd0C13881618,45,Other,Basic,3.4,27,North America,Laptop,8.99,1,Crypto,3,0.12,Sci-Fi
8Bc108D0-Ddb9-4Aa9-8C28-081008F38Cb6,50,Other,Basic,0.11,1,South America,Tablet,8.99,1,Gift Card,2,0.06,Sci-Fi
7Bb33E01-E208-48B0-9C0B-Cd38833B1124,47,Female,Standard,40.12,55,Africa,Desktop,13.99,0,Paypal,1,0.72,Action
21F1A30F-Ff82-424C-B085-7770795446C1,40,Female,Standard,32.88,36,South America,Desktop,13.99,0,Crypto,4,0.89,Sci-Fi
5Fa579A5-F777-4206-98C3-De5D03627C6C,41,Female,Standard,6.26,16,Oceania,Tablet,13.99,0,Crypto,4,0.37,Action
Ffdade4E-D794-42Ce-A50D-25F0A5729E88,48,Other,Premium,16.78,2,Europe,Mobile,17.99,0,Paypal,1,5.59,Drama
E8Fda88A-2847-4Cb4-B5A0-B7F0C3454405,67,Other,Standard,3.29,25,North America,Tablet,13.99,1,Crypto,1,0.13,Documentary
E19A5270-F0E0-4586-8893-Ca3Fabdc2Fc8,59,Female,Basic,20.11,40,South America,Desktop,8.99,1,Paypal,2,0.49,Sci-Fi
46Fe1Eb8-C6F9-4Bd4-8A9A-D91919Ed031A,60,Female,Standard,19.36,45,South America,Desktop,13.99,1,Debit Card,2,0.42,Drama
6735D050-2Af6-4030-B34F-9687Ab1A8914,33,Male,Basic,2.27,20,South America,Desktop,8.99,1,Debit Card,3,0.11,Romance
629A11D7-4Bd9-4698-B40F-8638Ffd900C7,24,Female,Basic,2.42,56,Europe,Tablet,8.99,1,Crypto,3,0.04,Comedy
39287652-Cd55-45D3-99Bc-5B4917558F5E,23,Other,Basic,10.85,13,North America,Mobile,8.99,0,Paypal,3,0.78,Romance
071F4Ab9-B7C8-42B9-9571-Dac40F75Fe29,34,Male,Premium,9.59,28,Europe,Mobile,17.99,0,Paypal,4,0.33,Action
Ebfb8Aef-3Cb5-40E2-9Eed-15A73A544D43,30,Male,Premium,7.24,40,Asia,Tv,17.99,0,Debit Card,5,0.18,Documentary
1Ce9139B-2013-4A00-B77F-Fbab1B020A00,69,Male,Standard,7.85,43,Europe,Tv,13.99,1,Gift Card,5,0.18,Action
9Fbdd1E9-64E2-41A4-8753-Fb3412Bea228,70,Female,Basic,6.8,6,North America,Mobile,8.99,0,Debit Card,4,0.97,Action
76D56597-Dfb2-4223-845F-B8Ff46B00Ccd,42,Male,Premium,0.88,33,Oceania,Laptop,17.99,1,Credit Card,1,0.03,Comedy
7Da43629-4C0F-49Ff-8Bf2-047E7D6Ff102,34,Male,Premium,12.48,53,Asia,Tablet,17.99,1,Gift Card,2,0.23,Comedy
Fb2804Df-Cb81-4735-A73B-15241D47B179,51,Female,Premium,2.04,6,South America,Tv,17.99,0,Debit Card,2,0.29,Drama
Fd5C0B28-152D-47E2-Bc46-C8Db8Eb99985,27,Other,Premium,4.57,24,Africa,Laptop,17.99,1,Gift Card,4,0.18,Documentary
54Ff35F5-4B7D-4740-A2B3-4755A628E79A,19,Male,Standard,19.23,20,Oceania,Laptop,13.99,0,Debit Card,3,0.92,Romance
8Af34Fa6-55D3-4E2F-Bb67-94D27Ba89512,18,Other,Standard,16.81,56,Oceania,Tablet,13.99,1,Credit Card,2,0.29,Drama
4Ab4899E-8602-4207-8D66-B1D0037F9061,23,Other,Premium,8.17,38,Europe,Desktop,17.99,1,Paypal,3,0.21,Documentary
D0882378-87E1-4F8C-Ae52-9B4C6650Ed1D,23,Male,Basic,7.09,32,Europe,Tv,8.99,1,Credit Card,2,0.21,Romance
95506F85-Ac7C-441F-9653-2Ff87E09Cf22,50,Female,Premium,7.92,58,Asia,Desktop,17.99,1,Gift Card,4,0.13,Drama
78F24D23-96C3-46Bf-A87A-Fb61569Fc00B,54,Other,Standard,10.1,40,Oceania,Tv,13.99,0,Paypal,5,0.25,Horror
3D2A67B3-9Cdb-4E45-9066-27E51D45Cb66,68,Female,Basic,9.07,32,Africa,Tv,8.99,1,Crypto,3,0.27,Romance
A8582720-4D1C-4377-8Be1-A414Bc51938D,70,Other,Basic,2.24,50,Europe,Laptop,8.99,1,Paypal,5,0.04,Documentary
6Ad7F0B7-91F7-4C49-9D03-085Ce4845C8E,28,Male,Basic,11.25,52,Europe,Laptop,8.99,1,Paypal,5,0.21,Action
A9Bb3C30-19D3-4F1C-Ab31-2749363De6Ca,37,Male,Standard,31.31,53,South America,Mobile,13.99,0,Gift Card,1,0.58,Sci-Fi
6517898E-2C6A-4F44-A25A-33272Efdc08D,51,Female,Premium,8.32,48,Europe,Tv,17.99,1,Credit Card,2,0.17,Horror
Ce63B3Cf-0D7A-499F-A1D7-5Ee3A26A0257,18,Female,Premium,6.8,20,South America,Laptop,17.99,0,Credit Card,4,0.32,Drama
5911A679-Cdb3-4Ccc-8Ce8-491Fb5A5F538,25,Female,Basic,18.4,55,Asia,Tv,8.99,1,Debit Card,4,0.33,Drama
8F45C680-7D92-47C2-910E-2E4C69803700,33,Other,Basic,44.72,7,Oceania,Tablet,8.99,0,Paypal,4,5.59,Horror
9141433D-3463-435D-9B27-87D08766F03D,30,Female,Premium,3.61,43,Africa,Tablet,17.99,1,Paypal,4,0.08,Comedy
5131E34F-E327-4746-9132-241D79255Ecc,22,Male,Premium,10.68,60,Africa,Tablet,17.99,0,Debit Card,5,0.18,Action
8A93C9A8-86D1-4Fb8-9F0F-89Ff6671601A,40,Other,Basic,8.13,4,Oceania,Tablet,8.99,0,Gift Card,4,1.63,Romance
61E92891-B875-4291-8E37-00D10B069367,44,Male,Premium,38.18,49,Oceania,Tv,17.99,0,Gift Card,3,0.76,Documentary
C96E98A2-6211-4466-9096-6C389Ef0143A,68,Male,Basic,1.83,0,Africa,Mobile,8.99,0,Debit Card,5,1.83,Horror
Dd0Dd66B-B4E4-4077-B128-50039B87C68F,24,Female,Basic,47.9,21,Oceania,Laptop,8.99,0,Debit Card,4,2.18,Romance
9945Eeb5-7747-4C17-A171-35Bfde1B29Ff,34,Female,Standard,3.85,55,South America,Desktop,13.99,1,Gift Card,3,0.07,Romance
E3E9C377-2Cb7-4Ec4-A85A-F59B9E6F298D,62,Female,Basic,1.55,17,South America,Tablet,8.99,1,Debit Card,2,0.09,Action
01Bcc59B-2Ffe-4146-9C55-05195C1Bfd4F,29,Female,Standard,7.46,58,Asia,Tablet,13.99,0,Credit Card,5,0.13,Drama
66Ee8B3E-54D4-47B0-9Bdf-A9830A3Be6F0,62,Female,Basic,6.67,47,North America,Tv,8.99,1,Gift Card,2,0.14,Documentary
042C6D84-17Fa-4C97-A537-Dcc1Ebfc9B19,20,Female,Premium,4.57,17,South America,Laptop,17.99,1,Gift Card,1,0.25,Comedy
37Bf780F-45C1-471C-8158-9F211Fbf9E0A,60,Female,Standard,1.03,2,Asia,Tablet,13.99,0,Paypal,5,0.34,Documentary
